id,airport_ref,airport_ident,length_ft,width_ft,surface,le_ident,le_elevation_ft,le_heading_degT,he_ident,he_elevation_ft,he_heading_degT
346653,346648,SDB7,3281,79,Earth,2,,,20,,
262415,35433,SDBA,3609,98,Earth,13,,,31,,
234186,150,SDBB,4921,75,ASP,13,,,31,,
263103,35434,SDBC,79,79,CON,9,,,36,,
263358,35435,SDBF,66,66,MET,7,,,25,,
263216,35436,SDBG,59,59,GRS,4,,,14,,
262626,35437,SDBH,59,59,CON,2,,,12,,
262733,35439,SDBJ,59,59,CON,18,,,27,,
234356,151,SDBK,3281,98,ASP,1,,,19,,
263016,35440,SDBL,69,69,CON,18,,,27,,
263366,35441,SDBM,66,66,MET,27,,,,,
260491,35442,SDBN,2001,66,ASP,1,,,19,,
430039,310715,SDBO,69,69,CON,23,,,,,
233921,152,SDBP,3937,98,ASP,16,,,34,,
318162,309752,SDBQ,59,59,Concrete,H1,,,,,
263356,35443,SDBR,66,66,MET,5,,,24,,
262764,35444,SDBS,59,59,CON,26,,,,,
263331,35445,SDBT,59,59,MET,18,,,26,,
260671,35446,SDBV,1969,59,GRS,16,,,34,,
262718,35447,SDBW,59,59,CON,16,,,29,,
262514,29686,SDBY,4823,98,Earth,11,,,29,,
262762,35448,SDBZ,59,59,CON,25,,,34,,
351374,346901,SDC2,3937,59,GVL,9,,,27,,
351384,347387,SDC3,2789,59,Earth,2,,,20,,
347856,347855,SDC4,2625,75,Piçarra gravel,14,,,32,,
234228,153,SDCA,3527,66,ASP,16,,,34,,
263151,35449,SDCB,85,85,CON,6,,,24,,
260513,35450,SDCC,2789,66,ASP,12,,,30,,
234130,154,SDCD,3232,66,ASP,6,,,24,,
260543,35451,SDCE,3937,66,ASP,4,,,22,,
262634,35452,SDCF,59,59,CON,3,,,30,,
233882,155,SDCG,3937,75,CON,4,,,22,,
262709,35453,SDCH,59,59,CON,14,,,32,,
263202,35454,SDCI,85,85,CON/GRS,16,,,29,,
263345,35455,SDCK,59,59,MET,22,,,31,,
261989,35456,SDCL,1969,75,GRE,2,,,20,,
262501,35457,SDCM,4265,66,GRE,9,,,27,,
262619,35458,SDCN,33,59,CON,16,,,,,
234298,156,SDCO,5348,98,ASP,1,2082,,19,2030,
263311,35459,SDCP,79,79,GRS,5,,,16,,
262853,35460,SDCQ,66,66,CON,3,,,12,,
261983,35461,SDCR,1837,59,GRE,9,,,27,,
263181,35462,SDCS,98,98,CON,9,,,27,,
261972,35463,SDCT,1640,66,GRE,1,,,19,,
261259,35464,SDCU,2592,59,ASP,11,,,29,,
263353,35465,SDCV,62,62,MET,27,,,36,,
262356,35466,SDCW,3281,82,GRE,14,,,32,,
262825,35467,SDCX,62,62,CON,18,,,27,,
263075,35468,SDCY,75,75,CON,16,,,30,,
261113,35469,SDCZ,3904,75,GRS,11,,,29,,
347585,347578,SDD3,3182,73,Earth,6,,,24,,
347583,347579,SDD4,2625,59,GRS,10,,,28,,
347581,347580,SDD6,4265,59,ASP,11,,,29,,
347588,347587,SDD9,1640,59,Piçarra gravel,11,,,29,,
263129,35470,SDDA,79,79,CON,25,,,34,,
262361,35471,SDDB,3281,66,GRE,15,,,33,,
430613,319706,SDDE,3281,59,GVL,1,,,19,,
263361,35473,SDDF,66,66,MET,14,,,24,,
262714,35474,SDDG,59,59,CON,15,,,,,
263130,35475,SDDH,79,79,CON,27,,,,,
260948,30157,SDDJ,2953,98,GRS,18,,,36,,
260826,35476,SDDK,2625,66,GRS,7,,,25,,
262228,35477,SDDL,2953,75,GRE,10,,,28,,
262719,35478,SDDM,59,59,CON,16,,,34,,
234197,157,SDDN,4921,98,ASP,11,,,29,,
262726,35479,SDDO,59,59,CON,17,,,H1,,
262758,35480,SDDP,59,59,CON,24,,,,,
234178,158,SDDR,4921,98,ASP,9,,,27,,
263159,35481,SDDT,85,85,CON,8,,,35,,
262092,30235,SDDV,2493,59,GRE,7,,,25,,
263234,35482,SDDW,59,59,GRS,24,,,33,,
504976,35483,SDDX,4432,75,ASP,8,,,26,,
262085,35483,SDDX,2461,75,GRE,10,,,28,,
269395,46208,SDDY,79,79,GRS,7,,,34,,
347591,347590,SDE3,66,66,CON,35,,,,,
262847,35484,SDEA,66,66,CON,1,,,14,,
263304,35485,SDEB,72,72,GRS,6,,,24,,
270984,46466,SDEC,3280,66,GRVL,14,,,32,,
260662,35486,SDED,1969,66,GRS,13,,,31,,
261388,35487,SDEE,3117,131,ASP,7,,,25,,
262791,35488,SDEF,62,62,CON,6,,,33,,
233913,159,SDEG,2953,59,GRE,12,,,30,,
263085,35489,SDEH,79,79,CON,4,,,30,,
506889,319710,SDEI,69,69,CON,6,,,21,,
260487,35490,SDEJ,1903,59,ASP,6,,,24,,
263282,35491,SDEK,69,69,GRS,7,,,24,,
262700,35492,SDEL,59,59,CON,13,,,31,,
260754,35493,SDEM,2297,98,GRS,18,,,36,,
318027,316558,SDEN,3921,75,ASP,15,,,33,,
234180,160,SDEO,4921,82,ASP,17,,,35,,
234326,161,SDEP,3314,59,ASP,5,,,23,,
263044,35494,SDEQ,69,69,CON,30,,,35,,
261976,35495,SDER,1640,75,GRE,15,,,33,,
262389,35496,SDES,3369,98,GRE,1,,,19,,
262183,35497,SDET,2789,98,GRE,2,,,20,,
262656,35498,SDEU,59,59,CON,3,,,,,
262580,35499,SDEV,39,39,Metal,11,,,,,
262920,35500,SDEW,66,66,CON,H1,,,H1,,
318028,316559,SDEX,4449,66,Dirt,09D,,,27A,,244
263038,35501,SDEY,69,69,CON,26,,,,,
263067,35502,SDEZ,75,75,CON,1,,,19,,
514788,514787,SDF0,3281,59,Earth,8,,,26,,
347434,347433,SDF2,2953,59,GVL,9,,,27,,
348153,348152,SDF6,64,64,CON,19,,,34,,
347847,347846,SDF9,2625,59,GVL,2,,,20,,
233918,162,SDFA,4593,98,ASP,5,,,23,,
260851,29729,SDFB,2625,98,GRS,15,,,33,,
262385,29864,SDFC,3281,75,GRE,18,,,36,,
233906,163,SDFD,3281,82,ASP,8,,,26,,
260797,35503,SDFE,2625,59,GRS,2,,,20,,
260778,35504,SDFF,2461,98,GRS,18,,,36,,
263314,35505,SDFG,79,79,GRS,10,,,20,,
234136,164,SDFH,3281,98,GRS,11,,,29,,
233925,165,SDFI,4514,39,ASP,14,,126.5,32,,306.5
323385,319711,SDFJ,69,69,Concrete,H1,,,,,
261130,35506,SDFK,2625,98,GRS,11,,,29,,
262045,35507,SDFL,2133,75,GRE,16,,,34,,
262229,35508,SDFM,2953,75,GRE,10,,,28,,
262086,35509,SDFN,2461,75,TER,5,,,23,,
263305,35510,SDFO,72,72,GRS,13,,,22,,
262657,35511,SDFP,59,59,CON,7,,,,,
263208,35512,SDFQ,69,69,CON/MET,10,,,28,,
263197,35513,SDFS,69,69,CON/GRS,7,,,34,,
260484,35514,SDFT,1640,75,ASP,15,,,33,,
261992,35515,SDFU,1969,59,GRE,3,,,21,,
263336,35516,SDFV,59,59,MET,7,,,16,,
262966,35517,SDFW,69,69,CON,8,,,23,,
233799,166,SDFX,3609,66,ASP,12,,,30,,
260847,35518,SDFY,2625,98,GRS,13,,,31,,
263346,35519,SDFZ,59,59,MET,22,,,33,,
347785,347691,SDG3,4593,75,ASP,17,,,35,,
348803,348800,SDG4,92,92,CON,9,,,18,,
348802,348801,SDG6,105,105,CON,13,,,31,,
348805,348804,SDG7,109,109,CON,35,,,20,,
349065,349060,SDG8,108,108,CON,5,,,26,,
349064,349061,SDG9,110,110,CON,6,,,32,,
262715,35520,SDGA,59,59,CON,15,,,33,,
262398,35521,SDGB,3445,98,GRE,13,,,31,,
262293,29887,SDGC,3281,98,Eartth,1,,,19,,
263201,35522,SDGD,79,79,CON/GRS,22,,,31,,
263359,35523,SDGE,66,66,MET,7,,,31,,
261971,35524,SDGF,1411,66,GRE,5,,,23,,
333632,323519,SDGG,69,69,Concrete,H1,,,,,
263106,35525,SDGI,79,79,CON,11,,,20,,
260776,35526,SDGJ,2461,59,GRS,16,,,34,,
260632,35527,SDGK,1969,59,GRS,7,,,25,,
262967,35528,SDGL,69,69,CON,1,,,28,,
262627,35529,SDGM,59,59,CON,2,,,26,,
263157,35530,SDGO,72,72,CON,36,,,,,
260844,35531,SDGP,2625,75,GRS,12,,,30,,
262641,35532,SDGQ,59,59,CON,4,,,13,,
260686,35533,SDGR,2067,66,GRS,1,,,19,,
262669,35534,SDGS,59,59,CON,9,,,36,,
260747,35535,SDGT,2297,98,GRS,14,,,32,,
262312,35536,SDGU,3281,98,GRE,4,,,22,,
263026,35537,SDGV,69,69,CON,22,,,31,,
262955,35538,SDGW,69,69,CON,5,,,28,,
263001,35539,SDGX,69,69,CON,14,,,23,,
260666,35540,SDGY,1969,75,GRS,15,,,33,,
263373,35541,SDGZ,69,69,MET,7,,,27,,
347849,347848,SDH2,5249,59,ASP,12,,,30,,
347851,347850,SDH3,2953,59,GVL,8,,,26,,
348223,348222,SDH6,3281,59,GVL,9,,,27,,
349063,349062,SDH7,108,108,CON,9,,,31,,
349067,349066,SDH8,108,108,CON,11,,,29,,
348225,348224,SDH9,70,70,GRS,,,,,,
262931,35542,SDHA,66,66,CON,H1,,,H1,,
262974,35543,SDHB,69,69,CON,9,,,,,
260600,35544,SDHC,1640,59,GRS,17,,,35,,
262582,35545,SDHD,62,62,ASP,15,,,29,,
261979,35546,SDHE,1804,98,GRE,5,,,23,,
323521,323520,SDHF,64,64,CON,H1,,,H1,,
263318,35547,SDHG,79,79,GRS,16,,,29,,
263269,35548,SDHH,66,66,GRS,18,,,27,,
263370,35549,SDHI,69,69,MET,3,,,18,,
263082,35550,SDHJ,79,79,CON,2,,,12,,
263328,35551,SDHK,59,59,WOOD,14,,,32,,
263193,35552,SDHL,59,59,CON,5,,,18,,
263260,35553,SDHM,66,66,GRS,9,,,26,,
262701,35554,SDHN,59,59,CON,13,,,26,,
263072,35555,SDHO,75,75,CON,9,,,32,,
262584,35556,SDHQ,59,59,ASP,7,,,34,,
323524,323523,SDHR,2461,75,GVL,14,,,32,,
262775,35557,SDHS,62,62,CON,2,,,11,,
262628,35558,SDHT,59,59,CON,2,,,11,,
262670,35559,SDHU,59,59,CON,9,,,36,,
262832,35560,SDHV,63,63,CON,6,,,,,
262770,35561,SDHW,59,59,CON,22-28,,,35,,
323386,318451,SDHX,1494,59,Dirt,15,,,33,,
262900,35562,SDHY,66,66,CON,16,,,25,,
262875,35563,SDHZ,66,66,CON,10,,,19,,
314603,307446,SDI,3806,,,12,,,30,,
514790,514789,SDI2,3937,66,GVL,10,,,28,,
348228,348227,SDI4,3937,66,GVL,6,,,24,,
348230,348229,SDI6,69,69,CON,27,,,,,
348232,348231,SDI7,2297,59,GRS,5,,,23,,
348234,348233,SDI8,3281,66,GVL,17,,,35,,
348237,348236,SDI9,3281,59,GRS,1,,,19,,
263377,35564,SDIA,69,69,MET,22,,,33,,
234229,167,SDIB,2789,59,ASP/GRS,3,,,21,,
262071,35565,SDID,2297,98,GRE,15,,,33,,
269321,45973,SDIE,69,69,CONC,H1,,,H1,,
233931,168,SDIG,3937,59,ASP,13,,,31,,
262088,35566,SDIH,2461,75,GRE,13,,,31,,
510476,310716,SDII,79,79,CON,9,,,30,,
233957,169,SDIL,3445,59,ASP,6,,,24,,
260508,35568,SDIM,4429,98,Asphalt,15,,,33,,
269384,35569,SDIN,1148,66,GRS,15,,,33,,
269392,35569,SDIN,1246,52,GRASS,3,,,21,,
269385,35569,SDIN,1312,98,GRS,7,,,25,,
234211,170,SDIO,4265,82,ASP,1,,,19,,
260646,35570,SDIP,1969,66,GRS,8,,,26,,
263247,35571,SDIQ,62,62,GRS,24,,,33,,
262996,35572,SDIS,69,69,CON,13,,,,,
263371,35573,SDIT,69,69,MET,4,,,14,,
262109,35574,SDIU,2625,98,GRE,2,,,20,,
234360,171,SDIV,4429,75,ASP,17,,,35,,
262682,35575,SDIW,59,59,CON,10,,,22,,
262989,35576,SDIX,69,69,CON,11,,,23,,
263116,35577,SDIY,79,79,CON,16,,,22,,
262199,35578,SDIZ,2854,98,GRE,3,,,21,,
348239,348238,SDJ2,2625,59,GVL,2,,,20,,
348241,348240,SDJ3,4265,66,ASP,4,,,22,,
349069,349068,SDJ6,66,66,CON,11,,,,,
349075,349073,SDJ7,1968,50,GRE,10,,,28,,
349921,349918,SDJ9,3117,59,Clay/Sand,16,,,34,,
233942,172,SDJA,4593,69,ASP,7,,,25,,
270941,46362,SDJB,69,69,CONC,27,,,H1,,
262290,29985,SDJC,3150,75,Earth,7,,,25,,
262864,35579,SDJE,66,66,CON,6,,,24,,
262064,35580,SDJF,2297,98,GRE,12,,,30,,
262180,35581,SDJG,2723,59,GRE,13,,,31,,
270985,46467,SDJH,66,66,CONC,H1,,,H1,,
263150,35582,SDJI,85,85,CON,5,,,14,,
262671,35583,SDJJ,59,59,CON,9,,,18,,
233907,174,SDJL,3478,62,ASP,2,,,20,,
263217,35584,SDJM,59,59,GRS,4,,,31,,
260672,35585,SDJN,1969,75,GRS,16,,,34,,
262357,30374,SDJO,4508,75,ASP,14,,,32,,
353959,323526,SDJP,59,59,ASP,11,,,29,,
233910,175,SDJQ,4593,75,ASP,5,,,23,,
260623,35586,SDJR,1969,66,GRS,2,,,20,,
333634,323527,SDJS,2691,66,Dirt,13,,,31,,
262744,35587,SDJT,59,59,CON,21,,,,,
263355,35588,SDJU,66,66,MET,2,,,,,
260553,35589,SDJV,4101,98,ASP,4,,,22,,
262858,35590,SDJW,66,66,CON,4,,,25,,
333635,323528,SDJX,3293,62,Dirt,3,,,21,,
514947,323528,SDJX,4593,75,Earth,17,,,35,,
262635,35591,SDJY,59,59,CON,3,,,12,,
262344,29863,SDJZ,3281,98,GRE,10,,,28,,
349920,349919,SDK2,2953,59,Earth,15,,,33,,
350028,350024,SDK3,4921,66,Earth,1,,,19,,
351507,351503,SDK6,984,59,Clay/Sand,10,,,28,,
349082,349081,SDK7,4265,75,ASP,12,,,30,,
349954,349923,SDK9,2625,59,GRS,10,,,28,,
333638,323534,SDKA,1418,39,Dirt,13,,,31,,
262061,35592,SDKB,3786,66,Graded Earth,9,,,27,,
260633,35593,SDKC,1969,59,GRS,6,,,24,,
262716,35594,SDKD,59,59,CON,15,,,24,,
262425,35595,SDKE,3707,49,GRE,10,,,28,,
233798,176,SDKF,4265,72,ASP,18,,,36,,
262019,35596,SDKG,1969,66,GRE,16,,,34,,
262947,35597,SDKH,69,69,CON,4,,,13,,
263378,35598,SDKI,69,69,MET,27,,,36,,
233889,177,SDKJ,4593,98,ASP,13,,,31,,
262313,30146,SDKK,3281,98,GRE,4,,,22,,
329364,329363,SDKL,3280,66,GVL,13,,,31,,
263348,35599,SDKM,62,62,MET,2,,,15,,
262253,35600,SDKN,2953,66,GRE,14,,,32,,
234153,178,SDKO,3937,75,ASP,18,,,36,,
262267,35601,SDKP,2953,98,GRS,18,,,36,,
260761,35602,SDKQ,2428,66,GRS,11,,,29,,
261736,35603,SDKR,4675,328,ASP,17,,,35,,
262751,35604,SDKS,59,59,CON,23,,,32,,
263206,35605,SDKT,62,62,CON/MET,15,,,35,,
263286,35606,SDKU,69,69,GRS,15,,,,,
262941,35607,SDKV,69,69,CON,3,,,21,,
269364,46188,SDKW,2625,66,TER,7,,,25,,
326999,326996,SDKX,3937,98,,18,,,36,,
262948,35608,SDKY,69,69,CON,8,,,,,
326998,326997,SDKZ,2017,66,GRE,11,,,29,,
515102,515101,SDL0,3937,66,Earth,18,,,36,,
350030,350029,SDL3,3937,66,ASP,4,,,22,,
350231,350228,SDL6,3609,63,ASP,15,,,33,,
349953,349941,SDL7,2067,59,ASP,3,,,21,,
349951,349943,SDL8,3281,59,GRS,11,,,29,,
349952,349944,SDL9,2625,59,GRS,6,,,24,,
263196,35609,SDLA,66,66,CON/GRS,16,,,34,,
263344,35610,SDLB,59,59,MET,20,,,29,,
261075,30089,SDLC,3386,118,GRS,9,,,27,,
262903,35611,SDLD,66,66,CON,17,,,35,,
261900,35612,SDLE,3937,98,GVL,16,,,34,,
263098,35613,SDLF,79,79,CON,8,,,35,,
262351,35614,SDLG,3281,49,GRE,12,,,30,,
261568,35615,SDLH,3609,82,ASP,13,,,31,,
233888,179,SDLI,3937,66,GVL,12,,,30,,
233896,180,SDLJ,3281,59,ASP,17,,,35,,
233867,181,SDLK,3937,98,ASP,14,,,32,,
262409,30067,SDLL,4370,59,ASP,9,,,27,,
260688,35616,SDLN,2100,98,GRS,8,,,26,,
233825,182,SDLO,2461,59,CON,12,,,30,,
234046,183,SDLP,4147,66,ASP,7,,,25,,
260863,35617,SDLQ,2625,262,GRS,17,,,35,,
262419,35618,SDLR,3609,115,GRE,15,,,33,,
262809,35619,SDLS,62,62,CON,12,,,,,
234266,184,SDLU,4593,82,ASP,12,,,30,,
260777,35621,SDLV,2461,59,GRS,16,,,34,,
261714,35622,SDLW,3281,59,Earth,15,,,33,,
262504,35623,SDLX,4265,131,Earth,11,,,29,,
262090,30121,SDLY,2461,75,GRE,16,,,34,,
349780,349779,SDM2,3281,59,Earth,14,,,32,,
350230,350229,SDM3,3937,66,GVL,14,,,32,,
349778,349777,SDM6,2953,59,GRS,6,,,24,,
349776,349774,SDM7,3609,59,GVL,10,,,28,,
351383,350234,SDM8,3937,59,ASP,3,,,21,,
349950,349949,SDM9,4921,66,ASP,10,,,28,,
260634,35624,SDMA,1969,75,GRS,6,,,24,,
262588,35625,SDMB,59,59,ASP,13,,,31,,
233946,185,SDMC,3917,98,ASP,9,14,63,27,11,243
269367,46104,SDMD,2625,98,GRVL,18,,,36,,
234366,186,SDME,3609,66,ASP,13,,,31,,
262928,35626,SDMF,66,66,CON,35,,,,,
327002,327001,SDMG,1690,62,GRS,18,,,36,,
262323,30141,SDMH,3281,98,Earth,7,,,25,,
263362,35627,SDMI,66,66,MET,19,,,28,,
262523,30148,SDMJ,4921,98,GRE,12,,,30,,
327004,327003,SDMK,2625,66,GRE,10,,90,28,,270
327062,327061,SDMM,1686,39,GRE,2,,,20,,
263080,35629,SDMN,79,79,CON,1,,,10,,
262194,30154,SDMO,3181,96,TER,17,,148,35,,328
263241,35630,SDMP,62,62,GRS,8,,,17,,
269368,46101,SDMQ,2953,98,GRVL,2,,,20,,
260456,35631,SDMR,2205,128,SAND,5,,,23,,
263284,35632,SDMS,69,69,GRS,12,,,33,,
263332,35633,SDMT,59,59,MET,18,,,,,
262826,35634,SDMU,64,64,CON,33,,,,,
234202,187,SDMV,5089,98,ASP,2,,358,20,,178
264463,45942,SDMW,1969,66,TER,12,,,30,,
269369,46105,SDMX,3609,59,GRVL,6,,,24,,
234309,188,SDMY,4921,98,ASP,9,,,27,,
263002,35635,SDMZ,69,69,CON,14,,,36,,
351506,351504,SDN3,69,69,CON,9,,,27,,
350236,350235,SDN4,2953,59,GVL,11,,,29,,
349771,349770,SDN6,3281,59,Earth,10,,,28,,
350238,350237,SDN8,69,69,GRS,23,,,,,
351521,351517,SDN9,59,59,CON,6,,,24,,
269396,46209,SDNA,4265,75,ASP,9,,,27,,
263192,35636,SDNB,148,148,CON,1,,,28,,
262083,35638,SDND,2461,75,GRE,5,,,23,,
260701,35639,SDNE,2133,75,GRS,14,,,32,,
263351,35640,SDNF,62,62,MET,19,,,36,,
260998,35641,SDNG,3281,131,GRS,3,,,21,,
261037,30197,SDNH,3281,98,GRS,13,,,31,,
262537,35642,SDNI,2100,66,GRE,16,,,34,,
262202,35643,SDNJ,2887,66,GRE,6,,,24,,
262238,35644,SDNK,2953,98,GRE,11,,,29,,
262474,30193,SDNL,3937,105,GRE,16,,,34,,
260563,43312,SDNM,5052,79,ASP,5,,,23,,
262752,35646,SDNN,59,59,CON,23,,,32,,
234128,189,SDNO,3281,66,ASP,13,,,31,,
262672,35647,SDNP,59,59,CON,9,,,18,,
322731,322706,SDNQ,3281,66,GRS,9,,,27,,
342070,322706,SDNQ,3117,59,ASP,11,,,29,,
262629,35648,SDNR,59,59,CON,2,,,25,,
262771,35649,SDNS,59,59,CON,H1,,,10,,
331427,331426,SDNT,3970,66,ASP,3,,,21,,
263020,35650,SDNU,69,69,CON,20,,,35,,
264371,45599,SDNV,2953,59,GRASS,3,,,21,,
264366,45588,SDNW,3937,66,GRVL,12,,,30,,
233948,190,SDNY,3937,98,ASP,11,,,29,,
261410,35651,SDNZ,3281,66,ASP,1,,,19,,
350356,350353,SDO2,59,59,CON,35,,,19,,
350355,350354,SDO3,3281,59,Earth,17,,,35,,
350358,350357,SDO6,3281,66,Earth,8,,,26,,
350360,350359,SDO7,59,59,CON,2,,,20,,
351528,351527,SDO8,66,66,CON,8,,,28,,
351530,351529,SDO9,2297,59,Earth,4,,,22,,
269370,46107,SDOA,2621,59,TER,12,,,30,,
234099,191,SDOB,4068,75,ASP,13,,,31,,
262689,35652,SDOC,59,59,CON,12,,,35,,
269371,46103,SDOD,2621,59,TER,11,,,29,,
269372,46102,SDOE,2621,59,TER,9,,,27,,
263395,35653,SDOF,66,66,CON,14,,,,,
262838,35654,SDOG,62,62,CON,26,,,35,,
262848,35655,SDOH,66,66,CON,2,,,11,,
262055,35656,SDOI,2297,98,GRE,6,,,24,,
327006,327005,SDOJ,65,65,CON,H1,,,H1,,
262810,35657,SDOK,62,62,CON,12,,,35,,
264458,30211,SDOL,4593,59,GRV,18,,,36,,
262720,35659,SDON,59,59,CON,16,,,34,,
263360,35660,SDOP,66,66,MET,9,,,36,,
327008,327007,SDOQ,3609,66,GRE,10,,,28,,
262262,35661,SDOR,2953,79,GRE,16,,,34,,
262776,35663,SDOT,62,62,CON,2,,,29,,
234081,192,SDOU,4921,98,ASP,16,,,34,,
233856,193,SDOV,4921,98,ASP,17,,,35,,
233767,194,SDOW,3937,98,ASP,14,,,32,,
260490,35664,SDOX,2953,66,CON,11,,,29,,
262968,35665,SDOY,69,69,CON,8,,,30,,
264365,45589,SDOZ,3281,79,GVL,6,,,24,,
350798,350797,SDP2,3681,66,Earth,12,,,30,,
350800,350799,SDP3,2625,59,GVL,17,,,35,,
350802,350801,SDP4,2953,59,Earth,18,,,36,,
351541,351531,SDP6,3281,98,Earth,3,,,21,,
351533,351532,SDP7,4593,66,ASP,17,,,35,,
350804,350803,SDP9,3117,59,Earth,11,,,29,,
262209,35666,SDPA,4167,98,ASPH,3,,,21,,
263099,35667,SDPB,79,79,CON,8,,,35,,
270986,46468,SDPC,2624,66,TER,11,,,29,,
260766,35668,SDPD,2461,98,GRS,6,,,24,,
260759,35670,SDPG,2395,98,GRS,12,,,30,,
262636,35671,SDPH,59,59,CON,3,,,9,,
333639,323624,SDPI,1740,62,Dirt,15,,,33,,
262727,35672,SDPJ,59,59,CON,17,,,35,,
262816,35673,SDPK,62,62,CON,14,,,,,
263083,35674,SDPL,79,79,CON,2,,,22,,
262610,35675,SDPM,98,98,CON,6,,,27,,
234347,195,SDPN,4921,98,ASP,15,,,33,,
262702,35676,SDPO,59,59,CON,13,,,22,,
234253,196,SDPP,3150,66,ASP,12,,,30,,
327010,327009,SDPQ,2625,43,GRS,11,,,29,,
263212,35677,SDPR,79,79,GRS,16,,,34,,
262666,35678,SDPS,59,59,CON,8,,,17,,
262821,35679,SDPT,62,62,CON,16,,,25,,
263167,35680,SDPU,92,92,CON,3,,,12,,
262470,30289,SDPV,3937,98,GRE,14,,,32,,
234015,197,SDPW,3937,98,ASP,17,,,35,,
327012,327011,SDPX,1995,43,GRE,12,,,30,,
262195,35681,SDPY,2822,98,GRE,3,,,21,,
327015,327014,SDPZ,2625,66,GRE,17,,,35,,
351198,351197,SDQ7,4593,59,Earth,11,,,29,,
352184,352183,SDQ8,66,66,GRS,9,,,,,
350453,350452,SDQ9,2789,59,ASP,8,,,26,,
263389,35682,SDQA,62,62,MET/CON,3,,,12,,
263017,35683,SDQB,69,69,CON,18,,,27,,
262934,35684,SDQC,69,69,CON,1,,,19,,
262780,35685,SDQD,62,62,CON,3,,,30,,
261301,35686,SDQE,2625,59,ASP,15,,,33,,
262616,35687,SDQF,39,39,CON,9,,,18,,
261092,35688,SDQG,3609,66,GRS,5,,,23,,
260874,35689,SDQH,2625,66,GRS,10,,,26,,
263065,35690,SDQI,72,72,CON,27,,,,,
262896,35691,SDQJ,66,66,CON,15,,,25,,
261543,44717,SDQL,3609,131,ASP,2,,,20,,
262596,35692,SDQM,69,69,ASP,4,,,28,,
260675,35693,SDQN,1969,164,GRS,17,,,35,,
262806,35694,SDQO,62,62,CON,11,,,24,,
262690,35695,SDQP,59,59,CON,12,,,33,,
233911,198,SDQQ,3609,59,ASP,15,,,33,,
262734,35696,SDQS,59,59,CON,18,,,28,,
262828,35697,SDQT,62,62,CON,20,,,30,,
262307,35698,SDQV,3281,82,GRE,3,,,21,,
264364,45591,SDQW,3937,59,GRVL,2,,,20,,
269363,46187,SDQX,2297,66,TER,13,,,31,,
263023,35699,SDQY,69,69,CON,21,,,30,,
261732,44718,SDQZ,4593,66,ASP,11,,,29,,
352186,352185,SDR2,2953,82,GVL,11,,90,29,,270
353591,353586,SDR4,66,66,CON,26,,,,,
352189,352188,SDR7,164,82,CON,13,,,31,,
352191,352190,SDR8,1804,59,Earth,3,,,21,,
352361,352360,SDR9,4921,75,Earth,1,,,19,,
260763,32276,SDRA,2454,59,GRS,16,,,34,,
262691,35700,SDRB,59,59,CON,12,,,36,,
260517,35701,SDRC,2953,59,ASP,4,,,22,,
262048,35702,SDRD,2231,98,GRE,12,,,30,,
262673,35703,SDRE,59,59,CON,9,,,27,,
260883,35704,SDRF,2789,66,GRS,5,,,23,,
263323,35705,SDRG,82,82,GRS,1,,,10,,
261304,35706,SDRH,2625,66,ASP,16,,,34,,
263005,35707,SDRI,69,69,CON,17,,,35,,
262604,35708,SDRJ,79,79,ASP,9,,,18,,
262405,30338,SDRK,3435,131,GRE,3,,,21,,
262646,35709,SDRL,59,59,CON,5,,,15,,
327052,327051,SDRM,1398,56,GRS,13,,,31,,
263382,35710,SDRN,75,75,MET,5,,,20,,
262283,35711,SDRO,3117,59,GRE,7,,,25,,
327055,327054,SDRP,1312,52,GRE,7,,,25,,
263325,35712,SDRQ,66,66,ASP,6,,,24,,
234332,199,SDRR,4856,98,ASP,15,,,33,,
234096,200,SDRS,4265,98,ASP,8,,,26,,
333640,327057,SDRT,2855,66,Dirt,8,,,26,,
260500,35713,SDRU,2559,66,ASP,15,,,33,,
263126,35714,SDRV,79,79,CON,23,,,32,,
264360,45576,SDRW,3281,98,GRASS,5,,,23,,
260839,35715,SDRX,2625,131,GRS,10,,,28,,
260880,35716,SDRY,2953,59,GRE,2,,,20,,
261093,35717,SDRZ,3609,82,GRS,6,,,24,,
350374,350373,SDS2,2953,66,ASP,18,,,36,,
351062,351061,SDS3,3281,66,GVL,5,,,23,,
350368,350367,SDS4,4265,79,Earth,18,,,36,,
351059,351058,SDS7,4921,59,GVL,1,,,19,,
351064,351063,SDS8,3117,59,GVL,7,,,25,,
351066,351065,SDS9,3281,59,Earth,1,,,19,,
332444,332443,SDSA,3937,132,GRS,9,,,27,,
261109,35718,SDSB,3773,131,GRS,12,,,30,,
234187,201,SDSC,4790,98,ASP,2,,,20,,
332446,332445,SDSD,1968,49,Earth,12,,,30,,
260676,35719,SDSE,1969,82,GRS,17,,,35,,
263003,35720,SDSF,69,69,CON,14,,,23,,
262703,35721,SDSG,59,59,CON,13,,,22,,
261440,35722,SDSH,3281,75,ASP,7,,,25,,
263337,35723,SDSI,59,59,MET,7,,,,,
262294,30221,SDSJ,3281,98,GRE,1,,,19,,
260961,35724,SDSK,2969,131,GRS,14,,,32,,
263343,35725,SDSL,59,59,MET,18,,,27,,
260570,35726,SDSM,2854,59,ASP/GRS,11,,,29,,
262935,35727,SDSN,69,69,CON,1,,,19,,
262053,35728,SDSO,2297,75,GRE,5,,,23,,
