id,airport_ref,airport_ident,length_ft,width_ft,surface,le_ident,le_elevation_ft,le_heading_degT,he_ident,he_elevation_ft,he_heading_degT
266460,14135,7IA9,40,40,CONC,H1,,,,,
266461,43043,7ID7,45,45,ROOF-TOP,H1,,,,,
250423,14136,7II0,900,60,TURF,E,,,W,,
266462,14137,7II1,25,25,CONC,H1,,,,,
266463,14138,7II2,65,65,CONC-G,H1,,,,,
254690,14139,7II3,2200,60,TURF,17,,,35,,
329955,14140,7II4,75,75,GRS,H1,,,H1,,
266464,14141,7II5,30,30,ASPH,H1,,,,,
248171,14142,7II7,650,65,TURF,18,,,36,,
248956,14143,7II9,1800,100,TURF,NW,,,SE,,
256529,14144,7IL0,2415,75,TURF,9,,,27,,
355669,355668,7IL1,35,35,Turf,H1,,,,,
248122,14146,7IL3,1320,70,TURF,N,,,S,,
266465,14147,7IL4,50,50,CONC,H1,,,,,
251318,14150,7IL7,1900,70,TURF,N,,,S,,
255343,14151,7IL8,3000,100,TURF,N,,,S,,
249807,14152,7IL9,2000,118,TURF,18,,,36,,
255717,14153,7IN2,2400,100,TURF,18,,,36,,
256030,14154,7IN3,2400,80,TURF,9,,,27,,
266466,14155,7IN4,60,60,CONC,H1,,,,,
266467,14156,7IN5,40,40,MATS,H1,,,,,
253321,14157,7IN6,1700,90,TURF-G,11,,,29,,
253386,14158,7IN7,685,60,TURF,2,,,20,,
250467,14159,7IN8,2600,100,WATER,11W,,,29W,,
248035,14160,7IN9,2100,75,TURF,18,,,36,,
266468,14161,7IS1,60,60,TURF,H1,,,,,
257182,14162,7IS2,2500,100,TURF,16,,,34,,238.9
251200,14163,7IS3,2300,102,TURF,18,,,36,,248
266469,14164,7IS4,40,40,CONC,H1,,,,,
246431,14165,7IS5,2300,100,TURF,N,,,S,,
266470,14166,7IS6,40,40,CONC,HI,,,,,
257653,14167,7IS7,2420,70,TURF,18,,,36,,
266471,14168,7IS8,50,50,CONC,H1,,,,,
253665,14169,7IS9,2000,100,TURF,15,,,33,,
253883,14170,7K2,2000,2000,WATER,4,,,22,,
246370,14171,7K6,2100,80,TURF-F,18,,,36,,
269348,14171,7K6,1400,1600,TURF-P,B1,,,B1,,
251117,14172,7K7,5300,36,CONC-TURF-G,15,,,33,,
246612,14173,7KA,3701,75,GRVL-E,12,62,,30,40,
246613,14173,7KA,8000,4000,WATER,13W,,,31W,,
257128,14174,7KS0,1600,60,TURF,9,,,27,,
353046,353045,7KS1,40,40,CON,H1,,,,,
253495,14175,7KS2,2000,40,TURF,1,,,19,,
257600,14176,7KS3,2700,90,TURF,7,,,25,,
247889,14177,7KS4,1600,70,TURF,2,,,20,,
248170,14178,7KS5,2000,90,TURF-G,18,,,36,,
246790,14179,7KS6,2000,125,TURF,9,,,27,,
329963,14180,7KS7,3000,40,Turf,8,,,26,,
252115,14181,7KS8,2600,55,TURF,18,,,36,,
254635,14182,7KS9,3600,92,TURF,17,,,35,,
246508,14183,7KY2,1800,50,TURF,5,,,23,,
252666,14184,7KY3,2000,60,TURF,15,,,33,,
347534,347533,7KY6,40,40,Wood,H1,,,,,
266472,14185,7L1,75,75,CONC,H1,,,,,
266473,14186,7L5,30,20,ASPH,H1,,,,,
266474,14187,7L9,40,30,CONC-E,H1,,,,,
247693,14188,7LA0,3000,178,TURF,9,,,27,,
251052,14189,7LA1,2200,60,TURF,3,,,21,,
266475,14190,7LA2,30,30,CONC,H1,,,,,
246551,14191,7LA3,3100,50,TURF,1,,,19,,
266476,14193,7LA5,700,200,CONC-TURF,H1,,,,,
266477,14194,7LA6,500,20,CONC-TURF,H1,,,,,
254005,14195,7LA7,5000,75,WATER,03W,,,21W,,
269349,14195,7LA7,45,45,WOOD,H1,,,H1,,
266478,14196,7LA8,40,40,CONC,H1,,,,,
266479,14198,7LL1,40,40,CONC,H1,,,,,
266480,14199,7LL2,42,42,CONC,H1,,,,,
255513,14200,7LL3,3365,100,TURF,18,,,36,,
257625,14201,7LL4,2200,100,TURF,N,,,S,,
248436,14202,7LL6,2200,165,TURF,E,,,W,,
249857,14203,7LL7,1900,100,TURF,18,,,36,,
248629,14204,7LL8,2200,70,TURF,9,,,27,,
256812,14205,7LL9,1912,70,TURF,N,,,S,,
266481,14207,7LS3,1700,1000,CONC-TURF,H1,,,,,
266482,14208,7LS4,400,400,CONC-TURF,H1,,,,,
266483,14209,7LS6,100,100,ASPH,H1,,,,,
258061,14210,7M0,2400,20,ASPH-G,18,,,36,,
249404,14211,7M6,2700,60,ASPH-G,3,430,39,21,430,219
248769,14212,7M7,2550,50,ASPH-G,18,275,180,36,274,360
266484,14213,7MA0,32,32,TURF,H1,,,,,
266485,14214,7MA1,10,10,TURF,H1,,,,,
264073,45469,7MA2,4000,150,WATER,03W,,,21W,,
269350,45469,7MA2,2100,150,WATER,16W,,,34W,,
256028,14215,7MD0,1182,50,TURF-G,3,,,21,,
257253,14216,7MD1,2500,50,TURF,9,,,27,,
266486,14217,7MD2,60,60,CONC-G,H1,,,,,
266487,14218,7MD3,60,60,ASPH-CONC,H1,,,,,
266488,14219,7MD4,24,24,CONC-G,H1,,,,,
266489,14220,7MD5,45,45,CONC,H1,,,,,
251144,14222,7MD7,2000,75,TURF,4,,,22,,
251145,14222,7MD7,2600,100,TURF,13,,,31,,
255369,14223,7MD8,2300,60,TURF,17,,,35,,
251759,14224,7MD9,1920,86,TURF-F,3,,,21,,
266490,14225,7MI0,90,50,TURF,H1,,,,,
266491,14226,7MI1,350,250,TURF,H1,,,,,
254385,14228,7MI3,3200,80,TURF,13,,,31,,
243740,14229,7MI4,3370,60,ASPH,18,,172.2,36,,
255837,14230,7MI5,2650,125,TURF-F,9,,,27,,
255838,14230,7MI5,2580,200,TURF-F,18,,,36,,
253891,14231,7MI6,1800,60,TURF,18,,,36,,
248565,14232,7MI7,2000,100,TURF,18,,,36,,
246976,14233,7MI8,1400,50,TURF,8,,,26,,
266492,14234,7MI9,75,75,ASPH,H1,,,,,
266493,14236,7MN1,40,50,ASPH-CONC,H1,,,,,
250420,14237,7MN2,3000,400,WATER,08W,,,26W,,
250421,14237,7MN2,5000,600,WATER,17W,,,35W,,
249014,14238,7MN3,3000,100,TURF,N,,,S,,
253337,14239,7MN4,2500,50,TURF,3,,,21,,
253338,14239,7MN4,1250,50,TURF,9,,,27,,
247606,14240,7MN5,15000,4000,WATER,ALL,,,WAY,,
251112,14241,7MN6,2500,80,ASPH-TURF,17,,,35,,
266494,14242,7MN7,60,60,CONC,H1,,,,,
240484,14243,7MN8,3500,100,TURF,18,,183.6,36,,
266495,14244,7MN9,52,52,TURF,H1,,,,,
254437,14245,7MO,2475,100,TURF-G,18,,,36,,
270625,14246,7MO0,35,35,CONC,H1,,,,,
247421,14247,7MO1,2000,100,TURF,18,,,36,,
257300,14248,7MO2,1800,150,TURF,N,,,S,,
246423,14249,7MO3,2250,45,TURF,E,,,W,,
248972,14250,7MO4,2500,50,TURF,13,,,31,,
249394,14251,7MO5,2300,50,TURF,2,,,20,,
253476,14252,7MO6,3500,100,TURF,18,,,36,,
255093,14255,7MS1,3800,80,TURF,18,,,36,,
324881,324880,7MS3,2100,100,Turf,17,,,35,,
345692,345691,7MS7,3800,60,Turf,17,,,35,,
347889,347886,7MT5,1000,1000,Turf,H1,,,,,
270626,45966,7MY9,2600,95,TURF,9,,,27,,
266496,14256,7N0,80,80,CONC-G,H1,,,,,
258047,14258,7N3,6000,300,WATER,1,,,19,,
258048,14258,7N3,6000,300,WATER,12,,,30,,
252928,14259,7N4,3800,90,TURF-G,18,820,,36,820,
248917,14260,7N6,2600,100,TURF-F,17,2145,180,35,2145,0
251643,14261,7N7,2419,60,ASPH-G,7,38,63,25,35,243
249066,14262,7N8,2420,85,ASPH-TURF-G,16,,,34,,
248006,14264,7NA2,1830,50,TURF,14,,,32,,
250422,14266,7NA4,2000,60,ASPH-TURF,15,,,33,,
253161,14267,7NA9,3900,100,TURF,17,,,35,,
249735,14268,7NC0,2900,75,TURF,18,,,36,,
248597,14269,7NC1,4000,125,TURF,11,,,29,,
240411,14270,7NC2,3450,55,ASPH,17,,170,35,,
264534,45681,7NC3,3480,100,TURF,9,,,27,,281.1
270627,14271,7NC4,40,40,ASPH,H1,,,,,
270628,14271,7NC4,40,40,ASPH,H2,,,,,
254426,14272,7NC5,2500,80,TURF,4,,,22,,
247218,14273,7NC6,2400,100,TURF,13,,,31,,
251820,14274,7NC7,1700,40,TURF,10,,,28,,
250899,14276,7NC9,1400,75,TURF,17,,,35,,
256803,14277,7ND1,1500,50,TURF,9,,,27,,
249529,14278,7ND2,2200,50,TURF,18,,,36,,
247128,14279,7ND5,3600,60,TURF,4,,,22,,
249302,14281,7ND8,3400,50,ASPH-TURF,17,,,35,,
356039,14282,7NE2,2500,60,Turf,12,,,30,,
247237,14283,7NE5,3000,40,TURF,N,,,S,,
270629,14285,7NJ0,100,100,TURF,H1,,,,,
270630,14286,7NJ1,75,75,GRAVEL,H1,,,,,
256140,14287,7NJ2,1725,60,TURF-G,5,,,23,,
270631,14288,7NJ3,40,40,TURF,H1,,,,,
270632,14290,7NJ5,88,88,CONC,H1,,,,,
270633,14291,7NJ6,1000,50,TURF,H1,,,,,
251988,14292,7NJ7,2000,70,TURF,9,,,27,,
266497,14293,7NJ8,50,50,CONC,H1,,,,,
252157,14294,7NJ9,2000,60,TURF-G,12,,,30,,
249436,14295,7NK0,3000,75,TURF,14,,,32,,
257077,14296,7NK1,2400,50,TURF-G,1,,,19,,
270634,14297,7NK2,87,87,ASPH-G,H1,,,,,
249788,14298,7NK4,1800,45,TURF,18,,,36,,
270635,14299,7NK5,50,50,TURF,H1,,,,,
250622,14300,7NK6,2200,150,TURF,16,,,34,,
255414,14301,7NK7,1060,60,TURF,15,,,33,,
270636,14302,7NK8,45,45,MATS,H1,,,,,
264622,45668,7NK9,45,45,ASPH,H1,,,,,
270637,45956,7NM1,2000,60,DIRT,18,,,36,,
247884,14303,7NY0,1000,35,TURF,1,,,19,,
255668,14304,7NY1,1100,50,TURF,10,,,28,,
257719,14305,7NY2,2100,100,TURF-F,8,,,26,,
270638,14306,7NY3,64,64,ASPH,H1,,,,,
254345,14307,7NY4,2400,60,TURF,9,,,27,,
270639,14308,7NY5,60,60,ASPH,H1,,,,,
249121,14309,7NY6,2000,30,TURF,7,,,25,,
270640,14310,7NY7,40,40,ASPH-G,H1,,,,,
252673,14311,7NY8,1200,40,DIRT-TURF,17,,,35,,
247464,14312,7OA7,2250,50,TURF,9,,,27,,
247465,14312,7OA7,2615,150,TURF,18,,,36,,
247466,14312,7OA7,3500,75,TURF,E,,,W,,
264733,45702,7OH0,45,45,MATS-G,H1,,,,,234
251897,14313,7OH1,1500,50,TURF,18,,,36,,
248985,14314,7OH2,1820,100,TURF,9,,,27,,
257657,14315,7OH3,2400,100,TURF,9,,,27,,340
270641,14316,7OH4,60,60,CONC,H1,,,,,
253457,14317,7OH5,2850,150,TURF,16,,,34,,
270642,14318,7OH6,40,20,ASPH,H1,,,,,
249156,14319,7OH7,1400,50,TURF,3,,,21,,
249910,14320,7OH8,2100,40,TURF,N,,,S,,
270643,14321,7OH9,40,40,CONC,H1,,,,,
247921,14322,7OI0,2400,100,TURF-G,17,,,35,,
256209,14323,7OI1,1320,58,TURF,9,,,27,,
256210,14323,7OI1,1158,75,TURF,18,,,36,,
270644,14324,7OI4,10,10,MATS,H1,,,,,
255896,14325,7OI5,2650,75,TURF,E,,,W,,214
251238,14326,7OI7,1260,60,TURF,9,,,27,,
246405,14327,7OI9,2000,65,TURF,11,,,29,,345
250493,14330,7OK2,2640,300,TURF,17,,,35,,
270645,14331,7OK3,30,30,ASPH,H1,,,,,
270646,14334,7OK6,35,35,CONC,H1,,,,,
270647,14335,7OK7,50,50,CONC,H1,,,,,
270648,14337,7OK9,100,100,CONC,H1,,,,,
250892,14338,7OR0,2000,40,TURF,N,,,S,,
256100,14339,7OR1,1500,30,DIRT-P,E,,,W,,
253000,14340,7OR2,2000,50,TURF-P,8,,,26,,
250141,14341,7OR3,1500,50,TURF,N,,,S,,
252605,14342,7OR4,2700,300,TURF,17,,,35,,
270649,14343,7OR5,60,60,CONC,H1,,,,,
270650,14343,7OR5,50,50,CONC,H2,,,,,
250048,14344,7OR6,1150,25,TURF,12,,,30,,
254593,14345,7OR7,1750,80,TURF,16,,,34,,
253354,14346,7OR8,3200,70,GRAVEL,18,,,36,,
257735,14347,7OR9,1300,50,TURF,6,,,24,,
253409,14348,7P5,2080,55,TURF-P,1,,,19,,
247171,14349,7PA0,2000,100,TURF,9,,,27,,
257150,14350,7PA1,1900,100,TURF-G,6,,,24,,260
270651,14351,7PA2,60,60,TURF-G,H1,,,,,
254832,14352,7PA3,4000,50,ASPH,18,,,36,,10.9
249102,14353,7PA4,1700,100,TURF,3,,,21,,
252009,14354,7PA5,500,100,TURF,9,,,27,,
248104,14355,7PA6,2250,80,TURF,14,,,32,,261
270652,14358,7PA9,65,65,ASPH,H1,,,,,
253943,14359,7PN0,2000,150,TURF-G,8,,,26,,
270653,14360,7PN2,30,30,ASPH,H1,,,,,
270654,14361,7PN3,200,200,CONC,H1,,,,,
270655,14362,7PN4,75,75,TURF,H1,,,,,
270656,14363,7PN5,100,100,ASPH,H1,,,,,
270657,14364,7PN6,60,60,TURF,H1,,,,,
270658,14365,7PN7,40,40,CONC,H1,,,,,
264674,45745,7PN9,50,50,CONC,H1,,,,,
270659,14366,7PS0,45,45,ASPH,H1,,,,,
270660,14367,7PS1,40,40,CONC,H1,,,,,
270661,14368,7PS2,85,85,TURF,H1,,,,,
264715,45767,7PS3,50,50,TURF,H1,,,,,222
270662,14370,7PS5,37,37,CONC,H1,,,,,
270663,14371,7PS6,20,20,CONC,H1,,,,,
251158,14372,7PS7,1500,75,TURF,15,,,33,,
270664,14373,7PS8,65,65,ASPH-G,H1,,,,,
270665,14374,7PS9,40,40,CONC,H1,,,,,
256231,14375,7Q7,3000,150,TURF-G,12,2130,,30,2151,344.3
258116,14376,7R9,2060,50,TURF-G,17,,,35,,
251646,14377,7S3,2465,48,ASPH-G,2,170,5,20,170,319
249013,14378,7S4,3445,60,TURF-P,1,,,19,,323
253157,14379,7S8,2900,80,TURF-F,7,,,25,,
253212,14380,7T0,2400,60,TURF-G,17,,,35,,
257382,14381,7T3,8000,150,ASPH-CONC-F,10,,,28,,
257383,14381,7T3,8000,150,ASPH-G,16,,,34,,
254160,14382,7TA0,2200,50,TURF,18,,,36,,
270666,14383,7TA1,20,20,CONC,H1,,,,,
270667,14384,7TA2,100,100,TURF,H1,,,,,
257700,14385,7TA3,3800,50,DIRT,N,,,S,,
270668,14386,7TA4,80,80,CONC,H1,,,,,
250710,14387,7TA5,2800,75,TURF,16,,,34,,
270669,14388,7TA6,50,20,CONC,H1,,,,,
270670,14388,7TA6,50,20,CONC,H2,,,,,
270671,14388,7TA6,50,20,CONC,H3,,,,,
270672,14388,7TA6,50,20,CONC,H4,,,,,
270673,14388,7TA6,50,20,CONC,H5,,,,,
255873,14389,7TA7,3500,50,TURF,2,,,20,,
256502,14390,7TA8,2300,100,TURF,4,,,22,,
270674,14391,7TA9,18,18,CONC,H1,,,,,
256073,14392,7TE0,2100,150,TURF,17,,,35,,
245291,14393,7TE1,5000,75,ASPH,17,,170,35,,355
240664,14394,7TE2,4100,35,ASPH,12,,125,30,,296
253027,14395,7TE3,2290,110,TURF-F,17,,,35,,
248266,14396,7TE4,3000,60,TURF,17,,,35,,
253897,14397,7TE5,2200,60,TURF,1,,,19,,
239971,14398,7TE6,3300,60,ASPH,17,,170,35,,343.4
242565,14399,7TE7,5000,300,CONC,9,,100,27,,276.1
242566,14399,7TE7,5150,300,CONC,13,,145,31,,237.7
242567,14399,7TE7,5000,300,CONC,18,,178,36,,216.6
244246,14400,7TE8,3000,60,ASPH-P,16,2168,168,34,,323
248357,14401,7TE9,3400,45,TURF,14,,,32,,
255396,14402,7TN0,1500,50,TURF,18,,,36,,237.6
257601,14403,7TN1,3400,250,TURF-F,10,,,28,,
270675,14404,7TN2,45,41,CONC-G,H1,,,,,
252075,14405,7TN3,2075,100,TURF-G,15,,,33,,
250863,14406,7TN4,3000,80,TURF,8,,,26,,321.1
269322,45974,7TN5,1300,75,TURF-F,17,,,35,,275.6
270676,14408,7TN6,50,48,CONC,H1,,,,,
270677,14409,7TN7,30,30,CONC-G,H1,,,,,
270678,14410,7TN8,80,85,TURF,H1,,,,,
270679,14411,7TN9,80,90,GRVL,H1,,,,,
256910,14412,7TS0,3300,100,TURF,17,,,35,,322.4
270680,14413,7TS1,375,145,TURF,H1,,,,,
257804,14414,7TS2,1300,26,GRVL,17,,,35,,247.1
258177,14415,7TS3,2350,50,DIRT,3,,,21,,
247618,14416,7TS4,2400,90,TURF,17,,,35,,
270681,14417,7TS5,30,30,TURF,H1,,,,,
270682,14418,7TS6,20,20,CONC,H1,,,,,
254896,14419,7TS7,2300,90,TURF,18,,,36,,
247668,14420,7TS8,3800,30,DIRT,17,,,35,,
253543,14421,7TS9,2977,100,TURF,17,,,35,,
243615,14422,7TX0,3798,45,ASPH-P,17,982,180,35,982,360
270683,14423,7TX1,60,60,ROOF-TOP,H1,,,,,
270684,14424,7TX2,20,20,CONC,H1,,,,,
270685,14425,7TX3,20,20,CONC,H1,,,,,
257744,14426,7TX4,2000,30,ASPH,17,,,35,,323
244149,14427,7TX5,4055,30,ASPH,6,,67.8,24,,270
244150,14427,7TX5,6080,50,ASPH,17,,177.8,35,,8
270686,14428,7TX6,200,65,TURF,H1,,,,,
248435,14429,7TX7,2650,150,TURF,N,,,S,,
248586,14430,7TX8,3600,25,TURF,1,,,19,,230
257394,14431,7TX9,2000,40,TURF,N,,,S,,
256195,14432,7U4,3000,75,TURF-P,7,,,25,,
256184,14433,7U8,2690,75,TURF-DIRT-G,14,,,32,,0.5
270687,14434,7VA0,80,80,TURF,H1,,,,,
270688,14435,7VA1,50,50,CONC,H1,,,,,
270689,14436,7VA2,100,100,TURF,H1,,,,,
270690,14437,7VA3,100,100,TURF,H1,,,,,
270691,14438,7VA4,100,100,TURF,H1,,,,,
257298,14439,7VA5,1700,40,TURF,9,,,27,,
270692,14442,7VA8,45,45,CONC,H1,,,,,
270693,14443,7VA9,2300,75,TURF,4,,,22,,
256675,14444,7VG0,2215,70,TURF-G,4,,,22,,248.2
256676,14444,7VG0,2000,70,TURF-G,15,,,33,,
254769,14445,7W1,2080,50,ASPH-G,10,,120,28,,300
248676,14446,7W4,2560,25,ASPH-F,8,,,26,,352.3
254286,14447,7W7,1770,120,TURF-G,18,705,,36,710,285.5
253550,14448,7WA0,1400,50,TURF,7,,,25,,
270694,14449,7WA1,140,96,ASPH,H1,,,,,
270695,14450,7WA2,40,40,ASPH,H1,,,,,
270696,14450,7WA2,40,40,ASPH,H2,,,,,
257200,14451,7WA3,1320,50,TURF,16,,,34,,
249711,14452,7WA4,2800,50,TURF-F,14,,,32,,
253662,14453,7WA5,2000,55,TURF,9,,,27,,
270697,14454,7WA6,100,100,ASPH,H1,,,,,
257274,14455,7WA7,2300,40,GRVL,5,,,23,,296
270698,14456,7WA8,42,32,CONC,H1,,,,,
270699,14457,7WA9,98,64,ASPH,H1,,,,,
248222,14458,7WI0,2100,50,TURF,NE,,,SW,,
251339,14459,7WI1,3500,150,WATER,03W,,,21W,,
252477,14460,7WI2,2800,60,TURF,18,,,36,,259.5
266498,14461,7WI3,60,55,CONC,H1,,,,,
253922,14462,7WI4,2400,100,TURF,10,,,28,,
256419,14463,7WI5,2500,90,TURF,13,,,31,,188.1
240310,14464,7WI6,1200,30,TURF,6,,61,24,,197.7
252550,14466,7WI8,1800,60,TURF,3,,,21,,219.2
251564,14467,7WI9,2600,90,TURF,18,,,36,,210.4
345427,345426,7XA2,2900,90,,16,,,34,,
346925,346924,7XA4,1500,60,Turf,2,,,20,,
329590,329589,7XA7,44,44,CON,H1,,,H1,,
249114,14468,7XS0,2700,22,ASPH,11,,,29,,355
252381,14469,7XS1,1900,40,TURF,17,,,35,,
249890,14471,7XS3,2600,50,TURF,16,,,34,,
270700,14472,7XS4,20,20,CONC,H1,,,,,
251141,14473,7XS5,2800,50,TURF,18,,,36,,
249665,14474,7XS6,2500,75,TURF,17,,,35,,
239928,14475,7XS7,3300,40,ASPH,15,,155.9,33,,312
270701,14476,7XS8,50,40,CONC,H1,,,,,
270702,14477,7XS9,30,30,CONC,H1,,,,,
248515,14478,7Y2,2900,75,ASPH-G,9,793,,27,793,360
248516,14478,7Y2,2475,150,TURF-F,17,793,,35,793,338.8
249027,14479,7Y3,3588,145,TURF-F,15,1353,,33,1346,323.7
247590,14480,7Y7,2505,110,TURF-G,18,950,,36,955,270
250071,14481,7Y9,2602,200,TURF-G,11,,,29,,199
269344,14481,7Y9,2850,100,TURF,3,,,21,785,
249443,11486,80AK,4000,1500,WATER,N,,,S,,
252759,14483,80C,2000,60,TURF-G,16,,,34,,
251779,14484,80CA,1800,40,TURF-GRVL,NW,,,SE,,346
266499,14485,80CL,150,150,GRAVEL,H1,,,,,284
251093,14486,80CO,2100,60,GRVL,9,,,27,,
255175,14487,80E,4000,100,ASPH,1,,,19,,
244579,14488,80FD,4600,55,ASPH,14,,140,32,,233.2
266500,14489,80FL,60,40,ASPH,H1,,,,,304.5
251657,14490,80G,3000,100,TURF-G,10,844,77,28,844,257
254134,14491,80GA,2000,50,TURF,7,,,25,,
520204,520203,80GE,45,45,CON,H1,,,,,
345298,345297,80ID,50,50,CON,H1,,,,,
254268,14492,80IN,2500,50,TURF,17,,,35,,177
270864,35131,80KS,1720,100,TURF,1,,,19,,
254490,14494,80KY,1700,100,TURF,16,,,34,,272
266501,14495,80L,50,50,ASPH,H1,,,,,303.5
254646,14496,80LA,1600,50,TURF,18,,,36,,
264296,45473,80MA,20,20,CONC,H1,,,,,
346431,346430,80MI,30,30,Concrete/Gravel,H1,,,,,
264154,45504,80MO,2800,100,TURF,11,,,29,,
270703,14497,80MU,75,75,TURF,H1,,,,,
254670,14498,80NC,2400,30,ASPH-F,9,777,90,27,754,270
249949,14499,80ND,2000,75,TURF,08L,,,26R,,
249950,14499,80ND,2000,75,TURF,08R,,,26L,,
252799,14502,80OH,2300,75,TURF,N,,,S,,
266502,14503,80OI,60,60,ASPH,H1,,,,,
254230,14504,80OK,2200,30,TURF,17,,,35,,
249197,14505,80OR,2500,80,GRVL,8,,,26,,
270704,14506,80PA,60,60,TURF,H1,,,,,
249772,14507,80PN,2719,100,ASPH-TURF,13,,,31,,271.4
246578,14508,80S,3460,100,TURF-F,7,,,25,,
338553,338552,80SD,2670,50,Turf,18,,,36,,
270705,14509,80TA,50,50,CONC,H1,,,,,
270706,14510,80TE,60,60,CONC,H1,,,,,
250059,14511,80TN,1700,100,TURF,5,,,23,,
255569,14512,80TS,2550,100,TURF,13,,,31,,
246589,14513,80TX,1000,100,TURF,13,,,31,,
257949,14514,80V,2680,50,TURF-DIRT-P,6,,,24,,
257950,14514,80V,3170,80,TURF-DIRT-F,10,,,28,,
248835,14515,80VA,2000,90,TURF,6,,,24,,360
256164,14516,80WA,1600,75,TURF,8,,106,26,,286
256353,14517,80WI,2800,100,TURF,N,,,S,,
349516,349515,80XA,1350,25,Turf,3,505,29,21,485,209
258037,14518,80XS,3500,75,TURF-G,6,,,24,,201.3
247456,14519,81AK,1650,85,TURF,1,,,19,,
254515,14520,81AR,2400,80,TURF,1,,,19,,
266503,14522,81CL,400,60,GRAVEL,H1,,,,,
255715,14523,81CO,2000,60,TURF-G,8,,,26,,
253489,14524,81D,2261,90,TURF-G,16,34,163,34,30,343
253490,14524,81D,2200,80,TURF-G,17,34,178,35,30,358
345997,322246,81FA,35,35,CON,H1,,,,,
266504,14525,81FD,72,50,CONC,H1,,,,,
247825,14526,81FL,1800,100,TURF,18,,,36,,
250709,14527,81GA,1650,60,TURF,5,,,23,,
266505,14528,81II,60,60,CONC,H1,844,,,,
257563,14529,81IL,2640,70,TURF,E,,,W,,
264085,45404,81IN,6400,1400,WATER,04W,,,22W,,
249068,14530,81KS,1720,63,TURF,2,,,20,,
266506,14532,81L,100,100,TURF,H1,,,,,260
266507,14533,81LA,600,100,TURF,H1,,,,,347
255426,14534,81LL,1600,70,TURF,NW,,,SE,,
264297,45435,81LS,70,70,CONC,H1,,,,,
353872,353871,81ME,1668,40,Asphalt/Turf,15,,,33,,
254283,14535,81MN,2300,80,TURF,17,,,35,,
270707,14536,81MO,60,60,GRASS,H1,,,,,
270708,14537,81MU,100,100,ASPH,H1,,,,,
270709,14537,81MU,70,70,CONC,H2,,,,,
257228,14538,81NC,3300,50,TURF-GRVL-G,4,,,22,,
254361,14539,81ND,2400,50,TURF,13,,,31,,
256402,14540,81NE,2182,150,TURF,N,,,S,,
243313,14542,81NM,6000,50,ASPH,17,,179.6,35,5056,236.5
249002,14543,81OH,2200,50,TURF,14,,,32,,
266508,14544,81OI,250,200,TURF,H1,,,,,
247608,14545,81OK,2200,35,TURF-G,17,,,35,,
253293,14546,81OR,2000,80,TURF-DIRT,4,,,22,,
270710,14547,81PA,150,150,TURF-G,H1,,,,,
270711,14548,81PN,70,70,ASPH,H1,,,,,
270712,14549,81TA,12,12,CONC,H1,,,,,
246355,14550,81TE,2100,200,DIRT,2,,,20,,
246356,14550,81TE,1300,200,DIRT,13,,,31,,
246357,14550,81TE,2100,200,DIRT,15,,,33,,
246358,14550,81TE,1800,200,DIRT,17,,,35,,
249591,14551,81TS,2300,50,TURF,9,,,27,,
246396,14552,81TX,2500,100,DIRT,7,,,25,,253.9
253103,14553,81VA,1600,30,TURF-F,13,,,31,,
270713,14554,81WA,60,60,ASPH,H1,,,,,
254302,14555,81WI,2450,45,TURF,9,,,27,,
254303,14555,81WI,2450,50,TURF,15,,,33,,
521642,521641,81XA,4165,60,Turf,16,,,34,,
270714,14556,81XS,80,54,CONC,H1,,,,,
249301,14557,82AK,1000,100,TURF-GRVL,2,,,20,,
266509,14558,82CA,20,20,ASPH,H1,,,,,276.6
264298,45423,82CD,100,100,CONC-G,H1,,,,,
269351,45423,82CD,100,100,CONC-G,H2,,,H2,,
269352,45423,82CD,100,100,CONC-G,H3,,,H3,,
252951,14559,82CL,1850,60,ASPH-TURF,16,,,34,,
266510,14560,82CO,25,25,CONC,H1,,,,,
266511,14560,82CO,25,25,CONC,H2,,,,,
254400,14561,82D,1744,90,TURF-G,18,740,,36,740,
266512,14562,82FD,25,15,WOOD,H1,,,,,
256274,14563,82FL,1800,100,TURF,9,,,27,,
248040,14564,82GA,3500,50,TURF,2,,,20,,357.2
258004,14565,82IN,2165,80,TURF,18,,,36,,
243821,14566,82IS,3150,50,ASPH,13,880,134.1,31,880,193
253007,14567,82KY,1500,80,TURF,12,,,30,,230
253937,14568,82LA,1200,200,TURF,NE,,,SW,,
252402,14569,82LL,1700,70,TURF,E,,,W,,278.1
345498,345497,82LS,2480,135,Turf,18,,,36,,
513609,513608,82MN,40,40,CON,H1,,,,,
270715,14570,82MO,60,60,ASPH-G,H1,,,,,
270716,14571,82MU,200,200,TURF,H1,,,,,
249046,14572,82NC,1400,60,TURF,13,,,31,,
353876,353873,82NE,4548,75,Turf,12,,,30,,
264342,45528,82NH,20,20,TURF,H1,,,,,
353524,14573,82NJ,360,114,Turf,H1,,,,,
249467,14574,82NM,3000,40,DIRT,3,,,21,,
504716,504715,82NR,1000,50,Turf,9,,,27,,
250500,14576,82OI,3000,100,TURF,15,,,33,,
270717,14577,82OK,40,40,ASPH,H1,,,,,
250391,14578,82OR,2265,30,TURF,16,,,34,,
253654,14579,82PA,1200,200,TURF,12,,,30,,
270718,14581,82TA,50,50,CONC,H1,,,,,
250206,14582,82TE,2700,75,TURF,13,,,31,,
